Town,Population,OneDose,FullVax,FirstBoost,SecondBoost,OneDosePerCap,FullVaxPerCap,FirstBoostPerCap,SecondBoostPerCap,accountants_per_10000_residents_2013,apartments_condos_multis_per_residential_parcels_2011,architects_per_10000_2013,assessed_home_value_changes_2009-2013,barbers_per_10000_residents_2013,births_per_1000_residents_2010,boaters_per_10000_residents_2012,burglaries_per_10000_residents_2011,cars_motorcycles_&_trucks_average_age_2012,cars_per_1000_residents_2012,class_size_in_school_district_2011-2012,condos_as_perc_of_parcels_2012,construction_supervisors_per_10000_2013,crashes_per_1000_residents_2007-2011,culture_and_rec_spending_per_person_2012,dentists_per_10000_2013,doctors_per_10000_residents_2013,education_spending_as_a_percent_2012,education_spending_per_resident_2012,electricians_per_1000_residents_2013,expenditures_per_resident_2012,females_percent_in_community_2010,fire_dept_spending_as_a_percent_2012,firefighter_costs_per_resident_2012,fixed_costs_percent_2012,funeral_directors_per_10000_2013,gun_licenses_per_1000_residents_2012,historic_places_per_10000_2013,home_schooled_per_1000_students_2011-2012,homes_built_in_39_or_before,household_member_who_is_2_races_or_more_per_1000_households_2010,households_average_size_2010,households_one-person_2010,hybrid_cars_per_1000_vehicles_2013,in_home_since_1969_or_earlier,income_average_per_resident_2010,income_change_per_resident_2007-2010,inmates_in_state_prison_per_1000_residents,liquor_licenses_per_10000_2011,massage_therapists_per_10000_2012,median_age_2011,miles_driven_daily_per_household_05-07,minority_students_per_district_2012-2013,motorcycles_change_in_ownership_2000-2012,motorcycles_per_1000_2012,multi-generation_households_2010,police_costs_per_resident_2013,police_employees_per_10000_residents_2011,police_spending_as_a_percent_2012,population_change_1950-2010,population_change_2010-2011,presidential_fundraising_obama_vs_romney,property_crimes_per_10000_residents_2012,property_tax_change_09-13,pupils_per_cost_average_by_district_2011-2012,real_estate_professionals_per_1000_residents_2013,residential_taxes_as_percent_of_all_property_taxes_2013,saltwater_fishing_licenses_per_1000_2013,school_district_growth_09-13,single-person_households_percent_65_and_older,snowmobiles_per_10000_residents_2012,state_aid_as_a_percent_of_town_budget_2012,students_in_public_schools_2011,tax-exempt_property_2012,tax_bills_for_single-family_homes_2012,tax_bills_for_single-family_homes_2013,taxable_property_by_percent_2012,teacher_salaries_by_average_2011,teachers_percent_under_40_years_old_2011-2012,trucks_per_1000_residents_2012,veterinarians_per_10000_2013,violent_crimes_per_10000_residents_2012,voters_as_a_percent_of_population_2012,voters_change_in_registrations_between_1982-2012,voters_democrats_as_a_percent_2012,2020_votes,2022_gov
Buckland,1811.0,248.0,204.0,147.0,53.0,0.1369409166206515,0.112644947542794,0.0811706239646604,0.0292655991165102,0.0,0.101,0.0,-0.014,5.3,11.0,120.9,,10.9,453.2,,0.004,10.5,25.8,31.0,,5.3,56.5,1014.0,1.1,1578.0,52.2,,,5.3,0.0,,15.8,4.0,56.1,6.8,2.3,27.9,24.3,13.2,17209.0,-0.15,0.0,26.3,,41.2,66.0,,0.605,36.3,24.3,73.0,10.4,4.6,0.19,0.003,15.0,,0.059,,1.0,80.4,6.8,,39.6,246.3,7.1,0.916,10.5,3090.0,3150.0,89.5,,,371.0,0.0,,1330.0,0.3,27.4,1191.0,Healey
Charlemont,1180.0,1130.0,994.0,638.0,214.0,0.9576271186440678,0.8423728813559322,0.5406779661016949,0.1813559322033898,7.9,0.067,0.0,-0.049,0.0,7.1,221.2,,11.7,462.9,,0.009,31.6,63.2,17.0,,0.0,57.2,1163.0,6.3,1842.0,50.6,1.77,33.0,5.4,0.0,165.4,23.7,5.7,45.2,7.3,2.25,30.8,12.5,9.9,18407.0,-0.14,0.0,71.1,,47.0,68.8,,0.0,34.8,30.3,52.0,,2.8,0.48,0.003,9.0,,0.038,,0.0,86.7,12.6,,34.7,362.2,9.4,0.954,12.5,3169.0,3241.0,87.5,,,432.0,0.0,,800.0,0.39,22.1,743.0,Healey
Colrain,1601.0,1394.0,1231.0,743.0,216.0,0.8707058088694566,0.768894440974391,0.4640849469081823,0.1349156777014366,0.0,0.062,6.0,-0.015,6.0,12.0,287.3,,11.2,428.5,,0.0,18.0,68.2,28.0,,0.0,60.8,1080.0,7.2,1580.0,48.3,1.27,20.0,6.3,0.0,187.9,12.0,37.9,39.7,7.5,2.45,26.5,11.3,13.2,24745.0,0.16,0.6,18.0,6.0,44.4,73.6,,0.245,39.5,30.7,41.0,,2.6,0.08,0.003,41.0,,0.083,,2.0,88.0,23.9,,37.0,686.2,8.1,0.9,6.9,2888.0,2910.0,93.1,,,458.0,0.0,,1185.0,0.22,23.9,1007.0,Diehl
Conway,1758.0,1492.0,1337.0,994.0,438.0,0.8486916951080774,0.7605233219567691,0.565415244596132,0.2491467576791808,5.3,0.062,5.3,-0.036,0.0,7.4,258.3,,9.9,436.0,17.6,0.0,10.5,29.0,11.0,10.5,5.3,58.8,1412.0,4.2,2392.0,51.3,0.8,19.0,10.4,0.0,191.8,15.8,3.2,35.0,7.2,2.46,23.5,22.5,9.4,34991.0,-0.02,0.0,10.5,21.0,46.5,87.6,4.4,0.122,29.0,18.2,55.0,,2.3,1.17,0.003,29.0,,0.048,12692.0,4.0,91.2,20.6,0.053,27.1,499.2,17.2,0.88,6.4,4194.0,3968.0,93.6,52287.0,0.21,379.0,5.3,,1547.0,0.93,39.1,1303.0,Healey
Deerfield,5085.0,5761.0,4847.0,3298.0,1048.0,1.1329400196656834,0.9531956735496558,0.6485742379547689,0.2060963618485742,23.4,0.169,0.0,-0.07,5.9,7.6,269.3,95.3,10.4,490.3,19.4,0.056,19.5,128.0,40.0,13.7,17.6,63.3,1365.0,3.5,2142.0,51.1,,,10.9,7.8,121.2,3.9,3.5,35.6,6.4,2.33,26.3,25.2,9.8,34119.0,-0.13,0.6,31.2,21.0,45.3,72.2,9.3,-0.057,22.6,18.5,130.0,15.5,6.1,0.66,0.003,23.0,162.0,0.09,12477.0,7.0,74.9,18.9,-0.083,40.6,305.4,14.2,0.867,26.6,3471.0,3563.0,73.4,55015.0,0.27,360.0,11.7,15.4,3676.0,0.51,30.3,3350.0,Healey
Erving,1661.0,1971.0,1761.0,1043.0,262.0,1.1866345574954846,1.0602046959662854,0.6279349789283564,0.1577363034316676,0.0,0.114,0.0,-0.009,11.1,8.9,305.6,99.7,11.4,356.7,18.0,0.027,11.1,98.3,48.0,,0.0,34.1,1606.0,3.9,4710.0,51.1,1.44,68.0,11.3,0.0,145.6,0.0,7.3,35.9,3.7,2.42,29.1,10.8,10.9,16383.0,-0.1,0.6,27.8,,39.6,75.6,10.7,0.0,22.8,25.5,179.0,33.1,3.8,0.36,0.003,13.0,203.0,0.158,16217.0,4.0,18.7,10.0,-0.178,35.5,116.3,11.6,0.982,4.3,1402.0,1490.0,95.7,56405.0,0.25,365.0,0.0,60.4,1107.0,0.39,22.2,929.0,Healey
Gill,1546.0,1616.0,1298.0,784.0,225.0,1.0452781371280724,0.8395860284605433,0.5071151358344114,0.1455368693402328,6.7,0.089,0.0,-0.033,0.0,7.3,726.7,19.9,10.7,489.3,,0.019,6.7,55.3,16.0,6.7,6.7,55.9,1020.0,3.3,1700.0,50.3,2.36,40.0,6.7,0.0,140.9,0.0,45.5,32.7,3.3,2.35,28.3,19.3,7.3,21313.0,-0.04,1.3,40.0,,49.5,73.2,,-0.231,26.7,28.2,107.0,13.3,6.3,0.4,0.003,2.0,125.0,0.139,,9.0,78.8,7.3,,38.5,272.4,7.5,0.864,29.9,3031.0,3108.0,70.1,,,427.0,0.0,0.0,1098.0,0.41,28.1,987.0,Healey
Greenfield,17765.0,15072.0,13214.0,8410.0,2440.0,0.8484097945398255,0.7438221221502955,0.4734027582324795,0.137348719392063,10.9,0.247,1.1,-0.079,6.9,9.9,136.9,,10.5,459.3,20.4,0.052,2.3,107.4,36.0,15.5,54.4,36.8,930.0,3.0,2356.0,52.5,3.5,83.0,21.5,5.2,74.0,5.7,0.0,48.8,9.2,2.15,38.0,17.5,6.6,19298.0,-0.01,1.6,22.9,26.0,42.3,46.3,20.0,0.079,22.8,20.0,154.0,19.4,6.5,0.01,0.003,145.0,327.0,0.09,12290.0,4.0,74.9,8.5,0.405,36.0,98.8,31.4,0.923,15.2,3514.0,3640.0,84.8,87172.0,0.31,291.0,2.3,65.1,11608.0,0.23,33.1,9409.0,Healey
Heath,718.0,336.0,283.0,188.0,68.0,0.467966573816156,0.394150417827298,0.2618384401114206,0.0947075208913649,0.0,0.008,14.2,-0.067,0.0,9.9,297.5,,11.0,420.7,,0.0,28.3,28.3,51.0,,0.0,44.2,1201.0,2.8,2377.0,48.6,1.08,26.0,7.6,0.0,245.8,14.2,50.5,21.7,6.0,2.34,26.5,26.0,5.8,11863.0,-0.14,1.4,14.2,,51.1,85.5,,-0.056,48.2,29.8,25.0,,1.0,1.31,0.003,3.0,,0.155,,1.0,93.0,15.6,,36.3,593.2,4.0,0.919,7.4,3687.0,3721.0,92.6,,,470.0,0.0,,509.0,0.47,29.2,468.0,Healey
Leverett,1861.0,1755.0,1554.0,1117.0,429.0,0.9430413756045136,0.8350349274583557,0.600214938205266,0.23052122514777,10.8,0.054,0.0,-0.05,0.0,3.8,297.1,,11.8,571.6,16.7,0.002,10.8,48.1,45.0,10.8,5.4,66.1,1831.0,2.2,2770.0,50.2,1.92,53.0,4.1,0.0,112.0,5.4,50.0,26.5,7.4,2.41,23.4,40.2,5.0,34740.0,-0.06,0.0,5.4,54.0,47.9,84.9,17.4,-0.229,20.0,15.7,97.0,10.7,3.5,1.34,0.003,104.0,,0.151,16999.0,5.0,96.2,19.4,-0.083,36.0,145.4,9.7,0.906,7.4,5373.0,5630.0,92.6,59975.0,0.23,373.0,0.0,,1493.0,0.7,46.4,1386.0,Healey
Monroe,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.119,0.0,0.0,413.2,,11.5,305.8,,0.0,165.3,49.6,10.0,,0.0,29.3,1402.0,0.0,2678.0,48.8,1.46,39.0,10.3,0.0,107.4,0.0,0.0,42.9,0.0,2.12,35.1,0.0,13.1,5661.0,-0.25,0.0,82.6,83.0,44.3,62.8,,0.75,57.9,0.0,,,,-0.3,0.0,,,0.095,,0.0,43.5,8.3,,55.0,1157.0,14.1,1.0,9.9,1158.0,1276.0,90.1,,,595.0,0.0,,68.0,-0.42,10.1,60.0,Healey
Montague,8576.0,6502.0,5750.0,3494.0,980.0,0.7581623134328358,0.6704757462686567,0.4074160447761194,0.1142723880597015,4.7,0.214,0.0,-0.042,5.9,11.5,239.4,88.6,11.1,467.7,,0.023,8.3,66.6,56.0,4.7,8.3,53.8,980.0,3.2,1809.0,51.3,,,11.4,1.2,,3.6,26.5,43.1,10.1,2.25,32.6,16.8,9.2,19578.0,-0.03,1.9,28.4,14.0,42.9,54.8,,0.051,26.8,21.1,165.0,23.6,9.1,0.08,0.003,98.0,253.0,0.142,,4.0,74.7,11.6,,36.2,126.4,7.3,0.938,14.6,2995.0,3125.0,85.4,,,327.0,2.4,44.5,5866.0,0.18,33.1,4898.0,Healey
New Salem,979.0,747.0,683.0,452.0,148.0,0.763023493360572,0.6976506639427987,0.4616956077630235,0.1511746680286006,20.2,0.016,0.0,-0.141,0.0,6.1,353.5,,11.4,494.9,,0.0,30.3,73.7,49.0,,0.0,61.2,1365.0,3.0,2229.0,49.6,3.37,75.0,5.3,0.0,188.1,20.2,90.9,28.6,4.3,2.45,23.3,19.8,6.6,23445.0,0.0,0.0,10.1,20.0,45.6,85.3,,0.161,36.4,29.7,82.0,,3.7,1.53,0.004,2.0,,0.105,,1.0,93.4,23.2,,28.7,130.8,5.7,0.896,26.5,3093.0,3149.0,73.5,,,427.0,10.1,,737.0,0.77,23.2,681.0,Healey
Northfield,2862.0,2308.0,2051.0,1169.0,296.0,0.806429070580014,0.7166317260656884,0.4084556254367575,0.103424178895877,6.6,0.062,0.0,-0.051,3.3,8.9,254.0,39.4,10.4,452.2,,0.0,13.2,63.7,51.0,,0.0,66.3,1356.0,4.6,1872.0,50.6,1.41,26.0,6.2,9.9,129.8,16.5,24.5,44.9,5.8,2.45,24.6,20.8,8.3,24769.0,-0.06,1.0,16.5,23.0,47.0,75.6,,0.131,31.3,21.2,77.0,9.8,4.1,0.35,0.003,10.0,137.0,0.046,,3.0,67.0,18.8,,39.4,282.7,4.7,0.924,10.2,3078.0,3098.0,89.8,,,393.0,6.6,3.3,2153.0,0.3,23.3,1855.0,Healey
Orange,7565.0,5794.0,5242.0,2936.0,697.0,0.7658955717118308,0.6929279576999339,0.3881031064111038,0.0921348314606741,0.0,0.11,0.0,-0.171,2.6,10.0,290.9,141.1,11.1,409.9,17.6,0.015,2.6,55.2,26.0,2.6,3.8,55.5,1203.0,2.3,2169.0,51.4,5.63,122.0,18.8,1.3,111.4,1.3,18.3,36.2,3.6,2.46,28.8,15.3,5.6,15999.0,-0.08,2.2,23.0,6.0,40.8,63.1,11.3,0.153,29.9,36.3,110.0,15.2,5.1,0.33,0.003,37.0,,0.215,11352.0,4.0,85.1,19.8,-0.185,44.2,73.8,36.2,0.968,9.7,2684.0,2780.0,90.3,55663.0,0.23,348.0,0.0,,4815.0,0.25,21.5,3800.0,Healey
Rowe,420.0,390.0,355.0,223.0,92.0,0.9285714285714286,0.8452380952380952,0.530952380952381,0.219047619047619,0.0,0.005,0.0,0.063,0.0,7.6,356.2,,11.7,427.5,,0.0,76.3,30.5,581.0,,0.0,41.0,3341.0,12.7,7625.0,52.2,1.37,105.0,15.0,0.0,121.8,0.0,0.0,38.4,4.4,2.35,26.3,33.1,10.1,31529.0,-0.05,2.5,,,56.7,74.3,8.8,0.75,53.4,12.0,69.0,,0.9,0.97,0.003,1.0,,0.469,,0.0,19.0,17.8,-0.094,45.5,888.3,4.4,0.969,3.2,1125.0,1341.0,96.8,60796.0,0.24,499.0,0.0,,290.0,0.17,21.6,267.0,Healey
Shelburne,1881.0,3343.0,2978.0,2031.0,707.0,1.7772461456671984,1.5832004253056884,1.079744816586922,0.3758639021796917,10.6,0.198,15.8,0.021,26.4,9.5,243.0,,11.4,551.0,,0.019,21.1,63.9,40.0,5.3,31.7,57.6,1004.0,11.6,1600.0,50.7,,,7.0,15.8,114.9,15.8,28.6,55.2,7.5,2.18,33.7,22.8,9.0,17742.0,-0.04,0.5,68.7,58.0,50.1,68.5,,-0.135,33.8,23.6,99.0,10.5,6.2,0.08,0.003,39.0,84.0,0.069,,7.0,79.8,22.2,,44.1,374.1,6.0,0.876,9.5,3104.0,3175.0,90.5,,,376.0,26.4,5.2,1379.0,0.16,28.7,1174.0,Healey
Shutesbury,1713.0,1335.0,1195.0,859.0,288.0,0.7793345008756567,0.6976065382370111,0.5014594279042616,0.1681260945709282,16.9,0.037,5.6,-0.051,0.0,7.9,536.4,,10.1,543.2,14.9,0.002,11.3,54.2,30.0,,0.0,60.3,1788.0,1.7,2839.0,52.3,1.8,51.0,11.6,0.0,90.1,5.6,18.6,14.0,13.9,2.48,23.4,46.3,2.6,21163.0,0.01,0.0,5.6,45.0,45.4,77.1,21.1,0.0,20.3,18.2,99.0,,3.5,7.31,0.003,36.0,,0.107,15436.0,0.0,96.9,20.9,-0.094,26.3,123.9,15.3,0.913,8.2,4833.0,5015.0,91.8,57637.0,0.17,339.0,5.6,,1477.0,1.65,44.9,1330.0,Healey
Sunderland,3660.0,3388.0,2854.0,1841.0,495.0,0.9256830601092896,0.7797814207650273,0.5030054644808744,0.1352459016393442,10.9,0.143,0.0,-0.043,5.4,7.6,211.7,,10.1,468.8,16.6,0.036,2.7,54.6,30.0,,0.0,58.2,1064.0,2.7,1724.0,50.8,1.14,20.0,7.0,2.7,72.5,2.7,2.8,16.1,7.5,2.21,29.0,24.1,5.3,23816.0,0.01,0.0,27.1,19.0,30.5,55.2,27.9,0.029,19.5,10.9,83.0,13.5,4.8,3.07,0.004,19.0,,0.063,14058.0,5.0,88.0,9.0,-0.145,22.0,159.6,19.6,0.949,9.4,3571.0,3704.0,90.6,62552.0,0.14,272.0,10.9,,2540.0,1.08,35.0,2050.0,Healey
Warwick,776.0,522.0,469.0,243.0,58.0,0.6726804123711341,0.604381443298969,0.3131443298969072,0.0747422680412371,0.0,0.008,0.0,-0.094,0.0,3.8,371.8,,10.3,457.7,,0.0,12.8,71.8,35.0,,0.0,51.4,1068.0,6.4,2077.0,50.1,1.4,29.0,8.6,0.0,162.2,0.0,30.3,34.0,2.3,2.37,23.7,21.9,7.3,20021.0,-0.01,0.0,,26.0,49.5,82.9,,0.04,33.3,30.4,32.0,,1.5,0.82,0.004,9.0,,0.049,,3.0,94.9,26.9,,26.9,293.7,11.1,0.939,21.2,2987.0,3011.0,78.9,,,433.0,0.0,,563.0,0.45,25.0,523.0,Healey
Wendell,919.0,675.0,616.0,414.0,146.0,0.73449401523395,0.6702937976060935,0.4504896626768226,0.1588683351468988,0.0,0.029,0.0,-0.035,0.0,5.9,294.8,,11.9,574.3,,,11.8,40.1,41.0,,0.0,51.0,1219.0,3.5,1946.0,50.4,0.73,14.0,5.7,0.0,145.7,11.8,83.3,17.9,4.6,2.16,30.4,30.9,4.1,19980.0,-0.13,1.2,23.6,12.0,48.5,78.2,,0.029,41.3,15.3,26.0,,1.3,1.48,0.004,9.0,,0.08,,2.0,83.4,23.6,,21.0,105.8,10.7,0.854,,,2889.0,77.8,,,439.0,0.0,,684.0,0.72,32.2,614.0,Healey
Whately,1603.0,658.0,577.0,414.0,135.0,0.4104803493449782,0.3599500935745477,0.2582657517155334,0.0842170929507174,26.7,0.056,0.0,-0.017,0.0,8.7,267.4,46.6,11.3,494.0,13.6,0.0,26.7,155.1,33.0,,20.1,59.1,1739.0,3.3,2773.0,49.9,0.86,24.0,11.8,0.0,170.6,13.4,0.0,31.5,3.0,2.37,26.0,27.6,8.9,21614.0,0.05,0.0,33.4,20.0,47.5,69.9,3.3,-0.02,33.4,22.4,91.0,,3.3,0.59,0.003,53.0,152.0,0.044,16009.0,3.0,74.3,17.4,0.158,41.7,586.3,12.6,0.973,5.6,4180.0,4182.0,94.4,55388.0,0.24,442.0,6.7,0.0,1177.0,0.52,29.6,1107.0,Healey
Agawam,28688.0,21971.0,19675.0,11372.0,2875.0,0.7658602900167317,0.6858268265476855,0.3964026770775237,0.1002161182375906,15.1,0.214,1.4,-0.107,8.1,9.6,246.1,19.3,9.7,487.5,19.2,0.144,4.9,98.7,40.0,5.6,8.4,46.5,1208.0,2.8,2581.0,52.2,4.67,121.0,17.9,2.5,,1.4,17.6,15.6,5.7,2.38,30.0,10.9,8.5,25179.0,-0.01,0.3,16.5,8.0,43.9,57.5,10.5,0.329,23.1,29.8,149.0,21.3,5.8,1.8,0.001,56.0,95.0,0.154,13398.0,8.0,76.0,13.0,-0.054,42.8,41.8,26.3,0.95,12.0,3150.0,3245.0,88.1,60647.0,0.36,328.0,2.1,11.8,21365.0,0.63,29.0,16185.0,Diehl
Blandford,1211.0,893.0,806.0,468.0,129.0,0.7374071015689513,0.6655656482246077,0.3864574731626755,0.106523534269199,8.1,0.015,0.0,-0.045,0.0,4.9,608.3,,10.6,391.7,,0.0,24.3,285.5,39.0,,0.0,57.2,1290.0,8.9,2137.0,48.1,0.99,21.0,4.3,0.0,206.6,8.1,6.1,37.1,1.7,2.51,20.9,13.9,8.3,26635.0,0.02,0.0,8.1,,46.7,84.9,,0.286,51.1,40.7,27.0,,1.3,1.07,0.001,,112.0,0.086,,12.0,83.7,34.1,,35.9,275.5,5.0,0.957,18.4,3009.0,3121.0,81.6,,,509.0,16.2,0.0,842.0,0.35,17.7,775.0,Diehl
Brimfield,3688.0,2903.0,2643.0,1559.0,368.0,0.7871475054229935,0.716648590021692,0.4227223427331887,0.0997830802603036,5.5,0.008,5.5,-0.09,2.8,7.8,526.5,,10.2,453.3,15.1,0.0,8.3,90.6,27.0,,13.9,71.0,1572.0,8.3,2097.0,50.4,1.43,30.0,6.4,0.0,148.4,2.8,11.7,12.8,5.0,2.53,23.7,17.9,7.2,30343.0,0.08,0.8,13.9,11.0,41.8,96.5,3.0,0.191,44.9,28.0,40.0,,1.9,2.05,0.001,2.0,88.0,0.119,13626.0,9.0,88.5,24.7,-0.057,45.1,94.2,18.9,0.973,6.9,3364.0,3500.0,93.1,62653.0,0.44,449.0,8.3,16.5,2618.0,0.85,20.8,2314.0,Diehl
Chester,1223.0,871.0,777.0,447.0,98.0,0.7121831561733443,0.6353229762878169,0.3654946852003271,0.080130825838103,0.0,0.051,7.5,-0.094,0.0,7.5,448.8,,10.7,361.3,,0.0,15.0,54.6,20.0,,0.0,63.6,1284.0,3.0,1983.0,48.7,1.45,29.0,4.7,0.0,129.3,22.4,46.3,48.7,0.0,2.46,25.8,12.1,7.0,19766.0,-0.13,0.7,29.9,15.0,46.8,82.9,,0.043,54.6,25.8,35.0,,1.7,0.03,0.001,,,0.125,,4.0,92.3,29.9,,30.0,231.7,10.3,0.935,9.7,3086.0,3219.0,90.4,,,476.0,0.0,,891.0,0.54,19.4,744.0,Diehl
Chicopee,55556.0,41750.0,37682.0,20191.0,4230.0,0.7514939880480956,0.6782705738354093,0.3634350925192599,0.0761393908848729,6.3,0.282,0.4,-0.102,7.4,11.2,205.4,78.8,10.6,446.7,18.2,0.1,0.5,135.2,65.0,2.5,8.7,51.2,1298.0,4.0,2100.0,52.2,6.95,146.0,17.2,4.3,54.9,2.0,7.2,31.9,8.0,2.28,34.3,10.2,10.3,17854.0,-0.01,1.6,16.6,8.0,40.2,40.9,38.1,0.114,18.3,33.8,141.0,23.2,6.7,0.12,0.001,73.0,302.0,0.071,12736.0,3.0,77.5,12.8,0.0,38.2,24.0,39.0,0.916,16.0,2683.0,2696.0,84.0,64213.0,0.43,280.0,0.9,46.2,35761.0,0.23,39.6,25795.0,Healey
East Longmeadow,16426.0,13855.0,12189.0,7237.0,1724.0,0.8434798490198466,0.7420552782174601,0.4405820041397784,0.104955558261293,32.4,0.034,1.9,-0.074,15.9,7.8,176.2,41.3,9.8,476.0,20.2,0.021,4.5,138.8,52.0,14.6,17.8,43.0,1625.0,3.2,3728.0,52.9,1.16,43.0,12.4,4.5,64.6,1.9,5.9,9.7,5.2,2.61,23.7,,9.9,33699.0,-0.01,0.3,15.9,11.0,43.4,64.5,11.9,0.268,19.8,38.5,159.0,16.4,4.3,2.22,0.001,23.0,227.0,0.06,12153.0,10.0,82.6,13.5,-0.043,63.9,33.7,20.4,0.977,8.4,4781.0,4682.0,91.6,66723.0,0.28,339.0,1.3,15.8,11318.0,0.46,24.7,10122.0,Healey
Granville,1534.0,1294.0,1122.0,607.0,167.0,0.8435462842242504,0.7314211212516297,0.3956975228161669,0.1088657105606258,25.5,0.042,0.0,-0.064,0.0,7.0,338.4,0.0,11.8,450.2,17.4,0.0,19.2,57.5,23.0,,0.0,63.6,1727.0,4.5,2524.0,49.2,0.69,17.0,9.1,0.0,201.0,19.2,22.9,27.5,4.6,2.58,20.9,15.1,12.3,28163.0,0.06,0.0,12.8,6.0,46.7,86.1,,0.409,59.4,32.9,66.0,6.3,2.6,1.12,0.001,11.0,82.0,0.029,15990.0,3.0,83.6,28.7,,32.3,357.4,30.4,0.922,22.4,3254.0,2939.0,77.6,66924.0,0.18,485.0,0.0,0.0,1169.0,0.52,13.6,990.0,Diehl
Hampden,4962.0,4003.0,3604.0,2143.0,515.0,0.8067311567916163,0.7263200322450625,0.4318823055219669,0.10378879484079,9.7,0.034,0.0,-0.067,3.9,7.8,406.7,42.8,10.7,450.3,,0.023,5.8,50.4,24.0,3.9,1.9,71.4,1377.0,5.8,1833.0,51.4,0.74,14.0,3.9,0.0,110.9,1.9,9.4,14.1,4.6,2.66,17.9,11.2,13.3,35948.0,0.04,1.2,15.6,12.0,48.1,73.3,,0.252,36.8,40.0,197.0,29.0,10.8,2.89,0.001,31.0,69.0,0.145,,10.0,92.8,25.7,,54.6,46.7,5.0,0.951,4.7,4508.0,4579.0,95.3,,,416.0,5.8,9.6,3635.0,0.46,20.2,3339.0,Diehl
Holland,2598.0,1748.0,1583.0,880.0,223.0,0.6728252501924558,0.6093148575827559,0.3387220939183987,0.0858352578906851,8.1,0.016,0.0,-0.16,4.0,9.3,1370.4,,9.9,466.3,17.6,0.003,12.1,16.1,15.0,,0.0,63.4,1438.0,4.4,2193.0,48.2,1.17,26.0,11.0,0.0,139.4,0.0,23.0,10.3,4.4,2.5,22.1,9.2,5.4,25880.0,0.05,0.0,24.2,8.0,42.4,95.4,7.8,0.126,43.1,23.1,63.0,8.0,2.9,5.58,0.0,1.0,,0.106,13702.0,7.0,95.3,28.6,-0.186,30.0,72.5,19.1,0.974,4.4,2924.0,3020.0,95.6,54590.0,0.47,417.0,4.0,,1864.0,1.05,19.5,1545.0,Diehl
Holyoke,38234.0,30661.0,26910.0,14368.0,3235.0,0.8019302191766491,0.7038238217293509,0.375791180624575,0.0846105560495893,7.0,0.307,1.5,-0.05,9.3,15.2,110.3,105.2,11.4,362.5,17.1,0.046,1.0,212.1,40.0,4.3,34.6,45.9,1501.0,1.9,2602.0,53.1,6.9,180.0,16.5,3.0,37.3,3.5,,43.4,19.7,2.51,32.0,11.7,6.6,14612.0,-0.02,5.5,21.8,6.0,36.6,38.2,82.8,-0.03,10.7,47.5,229.0,32.9,8.8,-0.27,0.001,117.0,627.0,0.224,15700.0,3.0,71.5,9.1,-0.04,38.3,4.3,53.0,1.0,18.5,3115.0,3330.0,81.5,64686.0,0.34,215.0,1.0,94.9,25781.0,0.04,44.9,16313.0,Healey
Longmeadow,15849.0,14456.0,12560.0,7972.0,2239.0,0.9121080194334028,0.7924790207584075,0.5029970345132185,0.1412707426336046,30.4,0.014,1.9,-0.063,5.1,5.4,135.6,26.0,9.0,487.1,19.9,0.009,2.5,73.7,73.0,26.6,27.9,64.9,1854.0,1.9,2752.0,53.2,4.05,111.0,5.9,0.0,53.5,1.3,1.6,26.9,4.0,2.66,20.9,20.1,8.6,56703.0,-0.13,0.1,7.6,9.0,43.9,64.8,15.5,0.167,10.6,17.9,150.0,18.3,5.4,1.43,0.001,124.0,122.0,0.18,13110.0,15.0,95.1,10.9,-0.085,68.3,8.2,9.6,0.894,6.7,6939.0,7362.0,93.3,64403.0,0.24,286.0,2.5,6.9,12206.0,0.23,32.1,10395.0,Healey
Ludlow,20997.0,16162.0,14673.0,8634.0,1873.0,0.7697290089060342,0.6988141163023289,0.4112016002286041,0.0892032195075487,11.4,0.144,0.0,-0.093,14.7,7.0,240.3,36.0,10.3,439.9,17.6,0.051,1.4,107.7,31.0,5.7,5.2,47.8,1186.0,5.2,2335.0,48.6,3.64,85.0,21.0,2.8,88.9,0.9,0.0,19.0,5.8,2.46,26.3,9.9,11.5,24285.0,0.12,0.7,19.0,9.0,42.7,57.1,11.5,0.144,24.1,33.9,134.0,17.9,5.7,1.44,0.001,14.0,171.0,0.091,12588.0,6.0,84.2,18.3,-0.074,48.6,41.7,30.3,0.937,,3613.0,3603.0,94.8,57485.0,0.37,336.0,0.9,13.1,13634.0,0.45,41.0,11384.0,Diehl
Monson,8145.0,6082.0,5527.0,3199.0,763.0,0.7467157765500307,0.6785758133824432,0.392756292203806,0.0936771025168815,3.5,0.073,2.3,-0.092,12.9,7.5,380.8,64.2,11.3,427.8,20.8,0.015,3.5,50.2,62.0,3.5,3.5,34.0,1339.0,5.1,3713.0,51.1,0.43,16.0,10.5,3.5,136.4,4.7,15.0,32.3,4.1,2.57,23.0,13.1,7.8,25154.0,0.04,0.2,14.0,7.0,43.2,79.3,5.4,0.115,42.1,28.1,113.0,17.4,3.0,0.4,0.001,9.0,170.0,0.088,11811.0,6.0,91.6,25.7,-0.15,37.6,81.7,40.3,0.942,10.1,3241.0,3347.0,89.9,61034.0,0.33,430.0,2.3,23.1,5661.0,0.65,28.0,5175.0,Diehl
